Frage,Antwort,Referenz
What rules apply to the establishment and dissolution of the BCM-ERO?,"According to Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 9.1 Rules of Procedure, the Head of EMT may declare an emergency or crisis at the constituent meeting and thus bring the BCM-ERO into force [6]. The termination of the emergency or crisis must be actively decided by the head of EMT and communicated to the entire institution Upon termination, the BCM-ERO is repealed and all responsibilities of the KISTERS Group apply again as before the emergency or crisis [6].",BCM Handbook – 9.1.1 Rules of Procedure
What special powers does the BCM-ERO have regarding financial resources in an emergency?,"According to [9.1.3 Authority to Make Decision] **in Document: KISTERS_BCM_1-BCHandbook.pdf**, Section 9.1.2 Disposal of Financial Resources, there is no information about special powers of the BCM-ERO regarding financial resources in an emergency. However, it does state that ""The head of EMT may declare an emergency or crisis and thus bring the BCM-ERO into force.""

However, [9] **in Document: KISTERS_BCM_1-BCHandbook.pdf**, Section 7.2 De-escalation, mentions that once all activities for transition to normal operation have been completed, the staff can de-escalate the emergency or crisis situation and declare normal operation.",BCM Handbook – 9.1.2 Disposal of Financial Resources
What are the basic rules of conduct (code of conduct) for members of the Emergency Response Organisation?,"According to the document [4], in Section 9.1.4 Code of Conduct, the basic rules of conduct for members of the Emergency Response Organisation are outlined as follows:

1. EMT should base its working methods on the existing emergency plan. If there are no emergency plans or if they are not effective, the working methods must be based on the FOR-DEC management cycle.
2. EMT has work and meeting phases (situation meetings). These must be clearly defined and communicated to all EMT members.

Additionally, in Section 9.1.3 Authority to Make Decision, it is stated that:

* The head of EMT has authority to lead and make decisions relating to the emergency or crisis.
* All members of EMT must advise and support the head of EMT in the decision-making process.
* The EMT is also authorized to issue instructions to organizational units that are not directly affected by damage event.",BCM Handbook – 9.1.4 Code of Conduct
What communication methods does KISTERS use in an emergency?,"According to the provided context, in an emergency, KISTERS uses the following communication methods:

1. **Microsoft Teams**: used for internal communication [7].
2. **Phone system**: alternative telephone numbers are published on the official website for centralized functions, and Microsoft Teams is also used for phone calls or SMS in case of an emergency.
3. **Email**: used to inform affected employees, stakeholders, and third parties about the emergency operation, but not recommended due to potential security risks.

Additionally, KISTERS has established a **Computer Emergency Response Team (KiCERT)** [6] that is responsible for responding to security-related incidents and communicating with relevant stakeholders.

Please note that this information is based on the provided context and might not be an exhaustive list of all communication methods used by KISTERS in emergencies.",BCM Handbook – 9.2 Communication Media
Which communication media are intended for emergency communication and where can I find an overview of them?,"According to the KISTERS IS Guideline, in case of an emergency or crisis, the following communication media can be used:

* Videoconference: MS M365 Teams (extern) 
* E-Mail: MS M365 Exchange (extern) 
* Ticket system: Atlassian Cloud JIRA (extern)
* Public website: Google Cloud KISTERS Main Web Page (extern)

You can find an overview of these tools in the ""KISTERS BCM Handbook"" under section 9.2 Communication Media.

Additionally, alternative tools are also listed for each type of communication:

* Videoconference: Mobile communications / virtual working environment
* E-Mail: Mimecast Email Security (external)
* Ticket system: 
* Public website:",BCM Handbook – 9.2 Communication Media
Why does KISTERS need a formal change management process and what goals are being pursued with it?,"KISTERS needs a formal change management process because the management and control of change requires a methodology and process to plan and execute changes in a controlled way with minimum possible risk. According to the guideline, this is necessary to prevent any degradation of the level of information security of the organisations and IT systems affected by a change [1], avoid unwanted overlaps of changes and subsequent corrections of inconsistent changes [1], enhance KISTERS overall efficiency and agility in responding predictably and reliably to new business demands [1], and ensure that KISTERS can execute changes with a small investment in time, people, and other limited resources [1].",Change Management – 1.1 Motivation and Objectives
To which systems and processes does the change management policy (scope) refer?,"According to the provided context, the change management policy (scope) refers to:

* The management of changes of IT systems (servers, networks, workstations), software applications, services, and processes used to provide services internally and externally within the infrastructure operated or used by KISTERS [1].
* This includes the IT infrastructure and services for KISTERScloud, for KISTERS Support Services, and for software development at KISTERS.
* The change management policy applies to all kinds of changes, including adaptation or improvement of technology or processes, improvement of functionality or security, mitigation of vulnerabilities, reaction to security events or incidents, resolution of audit findings, etc. [1].

Therefore, the scope of the change management policy covers various systems and processes, including IT infrastructure, software applications, services, and procedures related to KISTERS' internal and external operations.

[1] Document: KISTERS_IS_ChangeManagement.pdf | Section: 1.2 Scope of this Guideline",Change Management – 1.2 Scope of this Guideline
What role does the (E)CAB play in major changes?,"According to the document ""KISTERS_IS_ChangeManagement.pdf"" Section 3.2.3, the Emergency Change Advisory Board (ECAB), also referred to as the (E)CAB, plays a role in reviewing and approving emergency changes after their implementation. However, there is no information provided on the (E)CAB's involvement in major changes.

If you could provide more context or clarify whether you are referring to the role of the ECAB in general or specifically within the scope of ""KISTERS_IS_ChangeManagement.pdf"", I would be happy to help further.",Change Management – 1.3 Roles (E)CAB
What tasks does the (E)CAB perform during major changes?,"According to Section 3.2 Tasks in the Document: KISTERS_IS_ChangeManagement.pdf, the tasks performed by the (E)CAB include:

- Review RfC and implementation with Manager
- Perform and document risk assessment (in the Ticket) if a known vulnerability cannot be resolved
- Approve or reject the implementation of the change","Change Management – 1.3 Roles, Responsibilities (E)CAB"
"Who can initiate a ""Request for Change"" and what role does the ""System owner"" play in this?","According to Section 5.2.1 External 3rd Parties of Document: KISTERS_IS_ChangeManagement.pdf, an RfC may be initiated by a KISTERS client, partner or service provider.

Regarding the roles involved in the Request for Change process, as per Table |                        | Reques- tor (1)   | System owner (2)   | ISMT   | Change manager (3)   | (E)CAB (4)   | Imple- menter (5)   | Test man- ager   | in Section 1.3 Roles, Responsibilities and Dependencies of Document: KISTERS_IS_ChangeManagement.pdf, the System owner is involved as follows:

* For standard changes, the system owner is responsible for C (Evaluation and approval).
* In general, the change manager is the system owner, unless the planning and implementation of an RfC requires additional coordinating and supervising functions.

It's worth noting that while the context does provide information about who can initiate a Request for Change, it doesn't explicitly state the ""System owner""'s role in initiating the process.","Change Management – 1.3 Roles, Responsibilities and Dependencies"
What role does the (E)CAB play in major and emergency changes?,"According to the provided context, the (E)CAB's role is to review and approve the implementation of a Major Change prior to its implementation [1]. For Emergency Changes, the ECAB reviews and approves the implementation retroactively as soon as possible after the change has been carried out.

However, for Emergency Changes, the ECAB's role is more immediate. They make decisions about high-impact emergency changes to quickly resolve or reduce critical incidents.

In both cases, the (E)CAB's primary function is to ensure that major and emergency changes are properly reviewed and approved before they are implemented [1].

Please note that this response refers specifically to the context provided. The (E)CAB plays a key role in the approval process for these types of changes, ensuring that they are carried out safely and effectively.","Change Management – 1.3 Roles, Responsibilities and Dependencies (E)CAB"
"What legal requirements apply to change management (ISO 27001, SOC2, C5 etc.)?","According to the provided context in document KISTERS_IS_ChangeManagement.pdf | Section: 1.4 Applicable Legal and Regulatory Requirements, change management is a basic requirement for compliance with ISO 27001, SOC 2, BSI C5 and other information security standards. In individual contracts with clients, KISTERS has committed itself to ensure and maintain compliance with one or more of these security standards or with equivalent individual client requirements. Additionally, adequate management of risks is also required by national and international legislation on information security [3].",Change Management – 1.4 Legal Requirements
"What is meant by ""change"" in this context, i.e., what types of changes fall under this category?","According to the provided context, a change in the context of this guideline means any addition, modification or removal of components within the scope. This includes but is not limited to:

- Changes in hardware infrastructure
- Changes of operating systems or application software
- Changes of infrastructure components such as physical access systems, air conditioning, energy supply, monitoring and alarm systems
- Changes of automated or documented procedures
- Changes of documentation
- Changes of other components which are subject to configuration management.

[1] Document: KISTERS_IS_ChangeManagement.pdf | Section: 2 Definition of Changes",Change Management – 2 Definition of Changes
"What steps does the general change management process include, from the creation to the follow-up of a Request for Change (RfC)?","The general change management process includes several steps from the creation to the follow-up of a Request for Change (RfC). Based on the provided context, here are the main steps:

1.  **Creation**: The formal process starts with the creation of an RfC in the KISTERS ticket system. This can be triggered by various individuals or groups, including Authorized Users, KISTERS staff, and external parties.
2.  **Evaluation**: After creation, the RfC is evaluated to assess its feasibility and potential impact on the organization. The change owner/manager evaluates the requested change, verifies the justification, performs a risk assessment, checks applicability, accepts or declines the RfC, provides a rough estimation of effort, sets the due date, and decides on escalation if required.
3.  **Planning**: In this step, the detailed planning for implementing the RfC takes place. This includes creating additional tickets as blockers if necessary, coordinating with other stakeholders, reassigning tasks, adding watchers, and closing the ticket upon completion.
4.  **Implementation**: The actual implementation of the RfC occurs in this phase. The change owner/manager decides on the need for escalation, implements the requested change, and coordinates with other teams or stakeholders as necessary.
5.  **Post-processing (*4)**: After the RfC has been implemented, a post-processing activity is required to review both the specific technical change (subject) and the work process for its resolution. This includes summarizing and documenting the change, creating follow-up RfCs if needed, evaluating relevant process parameters, informing stakeholders as appropriate, and planning potential changes.

These steps are based on the provided context and may not be an exhaustive list of all possible activities within the change management process.",Change Management – 3 Change Management Process / 3.2 Tasks
"How does a ""Service Request"" differ from a ""Standard Change""?","According to the document KISTERS_IS_ChangeManagement.pdf, Section 3.1.1 Service Request and Section 3.1.2 Standard Change:

A Service Request is a formal request from a user or a customer for something to be provided, such as a request for information or advice, to reset a password, or to install a workstation for a new user (Section 3.1.1). These types of requests are frequent and their processing is routine and well known.

A Standard Change, on the other hand, is a standardized change to a service that is carried out frequently and has a clearly described implementation (Section 3.1.2). Hot Fix, Quick Fix or Workarounds are considered as Standard Changes if their implementation is frequent and/or clearly described.

The main differences between a Service Request and a Standard Change are:

* Frequency: Standard Changes are carried out frequently, while Service Requests can be one-time requests.
* Implementation: Standard Changes have a clearly described implementation, while Service Requests may require more planning and evaluation before being implemented.

In summary, a Service Request is an individual request for something to be provided or done, while a Standard Change is a standardized process that has been approved and documented in advance.",Change Management – 3.1.1 Service Request / 3.1.2 Standard Change
"What is a ""Standard Change"" and why does it not require separate approval?","A Standard Change is a standardized change to a service, carried out frequently and with clearly described implementation [1]. According to the provided context, Standard Changes bear known low risks for the affected business processes and MAY be processed as described without further authorization.

In other words, if a change is considered routine and its implementation has been well-documented, it can be performed without needing separate approval.",Change Management – 3.1.2 Standard Change
"When is a change classified as a ""Major Change"" and what does that mean for planning?","According to the provided context, a Major Change is defined in Section 3.1.3 of the document KISTERS_IS_ChangeManagement.pdf:

""A Major Change to a service is a change that is performed infrequently, for the first time or bears a high or unknown risk for the business. Its implementation may not be described in detail upfront. Its implementation is not highly time-critical and can therefore be planned.""

In this context, a change is classified as a ""Major Change"" if it meets one of the following conditions:

1. It is performed infrequently.
2. It is done for the first time.
3. It bears a high or unknown risk for the business.

If a change is classified as a Major Change, planning should be approached with caution. The implementation may not be described in detail upfront, and careful planning is required to mitigate potential risks. The change manager MUST approve the change before its implementation according to section 3.2.3 (Emergency) Approval (*3).",Change Management – 3.1.3 Major Change
"What is an ""emergency change"" and when is this type permissible?","An Emergency Change is a Major Change whose implementation is time-critical and cannot wait because any delay would cause an unacceptable high damage or loss. This includes, for example, the breach of contractual obligations like violation of SLAs, the breach of legal obligations, the potential damage of equipment or even possible effects on life and limb [1]. Hot Fix, Quick Fix or Workarounds are considered as Emergency Change if their implementation is carried out for the first time and is not clearly described.

An Emergency Change MAY be carried out without prior approval. However, an Emergency Change MUST be approved retroactively by the ECAB (Emergency Change Advisory Board) as soon as possible [1].",Change Management – 3.1.4 Emergency Change
"Which ticketing systems are used at KISTERS for changes and support, and who uses which platform?","According to the provided context, KISTERS uses the following ticketing systems:

1.  Jira Service Management: This is a proprietary tool for client support developed by Atlassian that allows the management and tracking of client requests (cumulatively called 'Tickets'). It is used by KISTERS clients and KISTERS staff to record and track support calls for KISTERS solutions.
2.  Jira Software: This is also provided by Atlassian and is used for supporting and managing software development, with a specific focus on agile development processes.
3.  Bugzilla (deprecated): Although it has been phased out of active use, internal access to Bugzilla in read-only mode is still possible for research purposes.

Clients can only use the ticket systems as reporters, commenters, or members of the watcher list and do not have access to form data used for internal management of tickets.",Change Management – 4.1 Jira Ticket Systems (Jira Service Management / Jira Software)
"What does KISTERS understand by the most important ticket terms such as ""Issue/Ticket"", ""Key"", ""Reporter"" and ""Assignee""?","According to Document: KISTERS_IS_ChangeManagement.pdf | Section: 4.2 Terminology, the following definitions are given:

- ""Issue/Ticket"": Bug or incident report, request for service, change or action, epic, user story, audit summary, vulnerability report, action request, task and sub-task, etc.
- ""Key"": Unique identifier of an Issue or a Ticket in Jira
- ""Reporter"": The reporter creates the Ticket in the KISTERS ticket system. The requested change is described from the perspective of the reporter's role, e.g., manager, administrator, supporter, or user of a software solution, system or service.
- ""Assignee"": The assignee is the person who is responsible for the progress of the Ticket resolution.

These definitions can be found in the provided context.",Change Management – 4.2 Terminology
How is the processing status of a ticket represented in the workflow and why is this important?,"According to the Document: KISTERS_IS_ChangeManagement.pdf | Section: 5.1 Ticket Status Workflow, the processing status of a ticket is represented through a series of status values and possible transitions between them.

The table lists commonly used status values across all projects:

| Status                                    | Description                                                                                                    |
|-------------------------------------------|----------------------------------------------------------------------------------------------------------------|
| NEW                                       | Ticket has been created                                                                                        |
| REOPENED                                  | Ticket has been reopened after initial resolution                                                              |
| ASSIGNED / READY (DOR)                    | Ticket has been reviewed and is accepted by assignee for processing                                            |
| PROCESSING / IN PROGRESS                  | Assignee works on Ticket                                                                                       |
| NEED INTERNAL INFORMATION / NEEDS INPUT   | Assignee is waiting for (KISTERS-) internal information                                                        |
| WAIT FOR CUSTOMER / NEEDS INPUT           | Assignee is waiting for information from partner or client                                                     |
| RESOLVED                                  | Ticket has been resolved by assignee, to be verified                                                           |
| VERIFIED                                  | Ticket resolution has been verified                                                                            |
| SHIPPED                                   | Artefacts of Ticket resolution have been shipped to client or have been deployed to internal production system |
| CLOSED / APPROVED                         | Ticket closed after confirmation by reporter or final assignee                                                 |

The importance of representing the processing status of a ticket lies in enabling effective tracking and management of tasks throughout the workflow. This allows for efficient identification of bottlenecks, timely intervention when necessary, and ultimately, faster resolution times.

Additionally, this information can be used to analyze and improve processes, ensuring that resources are allocated effectively and that the overall quality of service is maintained.",Change Management – 5.1 Ticket Status Workflow
"What are the differences between the roles ""Reporter"", ""Assignee"", ""QA Contact"" and ""Watcher"" in a ticket?","The roles within a Ticket in the KISTERS ticket system are defined as follows [1]:

*   The Reporter is the person who creates the Ticket. They describe the requested change from their perspective, e.g., manager, administrator, supporter, or user of a software solution, system, or service.
*   The Assignee is responsible for resolving the Ticket. If a Default Assignee is defined within a project, they are automatically notified upon Ticket creation and become the initial assignee [3].
*   The QA Contact (Quality Assurance Contact) is involved in the verification of the Ticket resolution once it has been marked as ""RESOLVED"" by the last active assignee [1]. They verify that the assigned tasks have been completed correctly.
*   A Watcher is a person who receives notifications about changes to the Ticket, but they are not directly involved in resolving it. This includes team leaders, KISTERS staff, process/system owners, and other stakeholders who may be interested in the resolution of the Ticket.

These roles can be dynamically assigned or changed during the lifecycle of a Ticket based on the requirements and workflow defined within the ticket system [2].

The specific involvement and responsibilities of each role are defined by the company's Change Management policies and procedures, which should be consulted for detailed information [1].

References:

[1] Document: KISTERS_IS_ChangeManagement.pdf | Section: 5.2.2 Reporter

[2] Document: KISTERS_BCM_3-BCP.pdf | Section: 3.5 Exercises",Change Management – 5.2 Roles and Responsibilities in KISTERS Ticket Systems
What is the minimum content a change ticket must contain?,"According to the provided context, specifically in the document ""KISTERS_IS_ChangeManagement.pdf | Section: 6.2 Ticket Information Content"" [id not available], the following information must be included in a change ticket:

* A description of the threat
* Source of information
* An additional risk assessment if appropriate
* The requested action to mitigate the threat",Change Management – 6.2 Ticket Content
What information must be included in a change ticket?,"According to the Document: KISTERS_IS_ChangeManagement.pdf | Section: 6 Ticket Content Management, a change ticket should include:

* A description of the threat [1]
* Source of information
* An additional risk assessment if appropriate
* The requested action to mitigate the threat.

Additionally, as specified in the same document (Section: 6.2 Ticket Information Content), a change ticket may also include further comments from various contributors, such as Quick Fix or Workaround if available, Proposed resolution if applicable, Risks related to the implementation of a proposed resolution, Consequences of not implementing the proposed resolution, Details of the implemented Ticket resolution (changes of configuration, software, hardware etc.), Impact analysis and risk assessment on information security if applicable, Back-out plan and measures for risk reduction, especially for Tickets involving high-risk changes, Tests proposed and executed for verification of resolution.

Please let me know if you need any further clarification.",Change Management – 6.2 Ticket Information Content
What information must be included in a ticket at a minimum to ensure the change is properly documented?,"According to [2], Document: KISTERS_IS_ChangeManagement.pdf | Section: 6 Ticket Content Management, the following information MUST be recorded for every ticket:

- description of the incident/problem/bug, enhancement or service request
- steps to reproduce (if applicable)
- observed behavior and expected behavior (if applicable)
- all other relevant information available at Ticket creation time

Additionally, when submitting a change management request in the KISTERS ticket system, the following information MUST be recorded:

- authorized access user
- remote maintenance account to be used [3]
- Business unit, role, type of activity
- Period of use (unlimited access, temporary access)
- in case of temporary access: intended start and end date of use

This will ensure that all necessary details are properly documented.",Change Management – 6.2 Ticket Information Content
"How is the ticket priority ""Highest (Emergency)"" used and what does it mean for response and resolution times?","According to Document: KISTERS_IS_ChangeManagement.pdf | Section: 6.3 Ticket Priority, the ticket priority ""Highest (Emergency)"" SHOULD be used with extreme care. Tickets with this priority are extremely disruptive to the overall business process.

For tickets with a priority of ""Highest (Emergency)"", the Target Resolution Time is 1 Week [2]. This means that tickets with this priority MUST be resolved within one week without undue delay.",Change Management – 6.3.1 Priority “Highest (Emergency)”
How are the target resolution times aligned with the ticket priority?,"According to the document ""KISTERS_IS_ChangeManagement.pdf | Section: 6.3 Ticket Priority"", the priority of a Ticket is calculated based on the 'Impact' of the current status or observed situation on processes and/or systems, and the requested 'Urgency' of the Ticket resolution [4]. The table in Section 6.3 lists the target resolution times for each priority level:

| Priority              | Situation                                                                                                                                                                                                                 | Actions                                                                             | Target Resolution Time   |
|-----------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-------------------------------------------------------------------------------------|--------------------------|
| Highest (Emer- gency) | • application not usable • application not ""fit for purpose"" • critical process stuck • no workaround available • bug in production system • customer/user ""dead in the water"" • major missing feature in deployed system | • MUST be resolved with- out undue delay (same day, ASAP, requires emergency patch) | 1 Week                   |

Additionally, Section 6.3.2 of the same document states that Tickets with priority High or Highest SHOULD have a defined Due Date set [5].",Change Management – 6.3.2 Target Resolution Time
What information obligations exist in the change management process – who do I need to inform about which changes?,"According to Section 7 Information Obligation of the document KISTERS_IS_ChangeManagement.pdf, the following stakeholders must be informed about specific types of changes:

* KISTERS ISMT: All RfCs with potential impact on information security or data protection
* KISTERS Board: RfCs which are likely to affect significant KISTERS business issues
* KISTERS BU Managers: RfCs affecting a particular solution, process, or team within a Business Unit
* Head of KISTERScloud: RfCs affecting KISTERScloud operation
* KISTERScloud service owner: RfCs affecting a particular KISTERScloud system for which the KISTERScloud service owner is responsible
* Internal participants in business processes and/or users of affected systems: RfCs changing process workflows or the usage or interfaces of systems
* Affected 3rd parties as participants in business processes and/or users of affected systems, incl. 3rd parties: RfCs affecting individual or multiple KISTERScloud systems, users of external interfaces, partners, etc.

Please note that these obligations are specific to KISTERS' change management process and may not be applicable universally. It is essential to consult the relevant documents and guidelines for your organization's specific requirements.",Change Management – 7 Information Obligation
"What is a ""Standard Change"" and why does it not require additional approval?","According to the provided context, specifically in Section 3.1.2 Standard Change of the document KISTERS_IS_ChangeManagement.pdf [id unspecified], a **Standard Change** is defined as a standardized change to a service that is carried out frequently and has its implementation clearly described.

[As per source]

In this case, a Standard Change may be processed as described without further authorization. This means it does not require additional approval because the implementation is well-known and routine, bearing known low risks for the affected business processes.",Change Management Guideline – 3.1.2 Standard Change
What is the goal of an audit in the context of ISMS and BCMS?,"According to the KISTERS_IS_Audits.pdf | Section: 2.1 Audit objectives, the objective of internal and external audits is to evaluate whether the information security management system (ISMS), including the integrated business continuity management system (BCMS) and the data protection management system (DPMS):

""...conforms to
- KISTERS' own objectives for its management systems,
- 3 rd parties' requirements and expectations on KISTERS' information security management, business continuity management and data protection,
- the requirements of the standards which KISTERS is committed to comply to, such as ISO/IEC 27001, BSI C5, SOC 2, TISAX, BSI TR-03109-6, etc.,
- legal and statutory requirements, such as GDPR, NIS 2, and other applicable laws and acts...""",IS/BCM Audit Guideline – 1.1 Motivation and Objectives
What is the difference between major deviation and minor deviation?,"According to the provided context, a major deviation is defined as ""a significant nonconformity with the relevant requirements that may impair the achievement of the required objectives of the process under investigation"" (Document: KISTERS_IS_Audits.pdf | Section: 2.4.1 Major deviation). On the other hand, a minor deviation is described as ""a nonconformity which does not in itself affect the achievement of the objectives of the process under review"" (Document: KISTERS_IS_Audits.pdf | Section: 2.4.2 Minor deviation).

In summary, major deviations are significant and may impact the achievement of objectives, while minor deviations do not have a direct impact on achieving objectives but still need to be corrected within a specified period.

Note that these definitions were taken directly from the provided context and no rephrasing or additional information was added.",IS/BCM Audit Guideline – 2.4.1 / 2.4.2 Findings Types
How is an audit finding documented in the ticketing system?,"According to [1] Document: KISTERS_IS_Audits.pdf | Section: 3 Management of audit findings, all audit findings (deviations and opportunities for improvement) concerning KISTERS as the responsible party MUST be documented and tracked in the KISTERS ticket system.",IS/BCM Audit Guideline – 3.1 Organization of Audit Tickets
What is the purpose of the record of processing activities pursuant to Article 30 GDPR for KISTERS?,"According to the document ""KISTERS_DP_RecordProcessingActivities.pdf | Section: 1 Introduction"", the purpose of the record of processing activities for KISTERS AG, as a controller and processor, is to keep a record of processing activities carried out on personal data within its responsibility. This is in accordance with Article 30 GDPR, which stipulates that data controllers must maintain a record of processing activities under their responsibility.

[1] **Note:** The reference [1] corresponds to the European General Data Protection Regulation (GDPR) mentioned in the provided context.",Record of Processing Activities – 1 Introduction
In which roles does KISTERS process personal data and how is this described in the document?,"According to the provided context, KISTERS processes personal data as a controller for its own purposes, as well as a processor for subsidiaries within the KISTERS Group and clients. This is stated in ""Document: KISTERS_DP_RecordProcessingActivities.pdf | Section: 1 Introduction"" [1]. As a controller, KISTERS determines the collection, processing, or use of personal data. In this context, they are responsible for ensuring that their employees process personal data in accordance with applicable laws and regulations.

As a processor, KISTERS handles personal data on behalf of clients, who are considered controllers in this scenario. This is described in ""Document: KISTERS_DP_RecordProcessingActivities.pdf | Section: 1 Introduction"" [1] and further detailed in the agreement for commissioned processing, as per ""Document: KISTERS_IS_External3rdParties.pdf | Section: 2.4 Data protection: Commissioned processing"".",Record of Processing Activities – 1 Introduction / 4.1 Controller vs. processor
"What contact details for KISTERS (address, main telephone number, email) should I have readily available for external data protection inquiries?","According to the provided context, specifically in Document: KISTERS_DP_RecordProcessingActivities.pdf | Section: 2.1 Name and contact data [4], the contact information for KISTERS is as follows:

* Address: Pascalstraße 8+10, 52076 Aachen, Germany
* Main telephone number: +49 2408 9385 0
* Email: info@kisters.de",Record of Processing Activities – 2.1 Name and contact data
Who can I contact as an employee if I have a data protection-related question or incident to report?,"According to the provided context, you can contact the Data Protection Officer (DPO) for all aspects of privacy and data protection. The DPO is formally appointed by the Executive Board and reports directly to them. Their main task is to advise the Executive Board on data protection matters and support its implementation.

You can also reach out to the CISO in consultation with the KISTERS Board for official communication regarding data protection incidents.",Record of Processing Activities – 2.3 Data Protection Officers for the KISTERS Group
Where are the technical and organizational measures (TOMs) for data protection described in detail if I want to read them?,"The technical and organisational measures (TOMs) for data protection are described in detail in the document ""KISTERS Technical and Organisational Measures for System Operation, Service and Analysis"".",Record of Processing Activities – 3 Technical and organisational measures for data protection
How is it ensured that the record of processing activities remains complete and up-to-date?,"According to Section 4 of Document: KISTERS_DP_RecordProcessingActivities.pdf, ""For each processing activity, a separate document is created for the process description. These process descriptions are stored centrally. The records are regularly checked for completeness with regard to all processing activities used; missing process descriptions are supplemented, the process descriptions of processing activities used are checked for validity and topicality and, if necessary, adapted.""",Record of Processing Activities – 4 Processing activities
What does it mean for me in practice if a processing activity is managed as both a controller and a processor?,"According to the document ""KISTERS_DP_RecordProcessingActivities.pdf | Section: 4.1 Controller vs. processor"", when a processing activity is carried out as both a controller and a processor, it means that there are multiple parties involved in managing the data.

In this case, one party acts as the controller for its own purposes, while another party (the KISTERS Group) acts as a processor for the first party's customers. The document states that when carried out as a processor, the controllers are either explicitly listed or referenced to separately maintained directories or lists. This implies that there is a clear distinction between the roles of the controller and processor in managing the data.

In practice, this means that both parties have different responsibilities regarding the processing activity:

* The controller (the party for whom the KISTERS Group processes data) retains full control over the data and determines its collection, processing, or use.
* The KISTERS Group, as a processor, is responsible for supervising all employees acting on behalf of the controller in data processing.

This setup can be relevant when multiple parties are involved in managing sensitive data, ensuring that each party's responsibilities are clearly defined to maintain compliance with regulations such as GDPR.",Record of Processing Activities – 4.1 Controller vs. processor
"Which overarching data protection sources (e.g., GDPR) are mentioned as references in the document?","The document mentions the following overarching data protection sources:

* European General Data Protection Regulation (GDPR) [3] is mentioned several times, for example in the context of Section: 5 Data Protection / Privacy in KISTERS_IS_LawsRegulations.pdf.
* The GDPR is also mentioned in the context of Article 32 GDPR regarding technical and organizational measures for data protection in KISTERS_DP_RecordProcessingActivities.pdf.
* Additionally, the document mentions national/local requirements related to data protection.",Record of Processing Activities – 5 References
"At what intervals is the document relating to the record of processing activities reviewed, and why is this important?","According to Section 6 Document history in KISTERS_DP_RecordProcessingActivities.pdf, the document is revised for topicality and potentially adapted at least annually [1].

This is important because Article 30 GDPR stipulates that data controllers must keep a record of processing activities of personal data that fall under their responsibility. The regular review ensures that this record remains accurate and up-to-date.

[1] Refer to Section 6 Document history in KISTERS_DP_RecordProcessingActivities.pdf",Record of Processing Activities – 6 Document history
Why does KISTERS have to keep a record of processing activities?,"According to Document: KISTERS_DP_RecordProcessingActivities.pdf | Section: 1 Introduction, Art. 30 GDPR stipulates that data controllers must keep a record of processing activities of personal data that fall under their responsibility [1]. Similarly, processors must keep a record of processing activities carried out on behalf of a controller.",RoPA – 1 Introduction
Who is the data protection officer of the KISTERS Group?,"According to the provided context, the Data Protection Officer (DPO) for the KISTERS Group can be found in multiple sources. 

In Document: KISTERS_IS_DatenschutzSystemservice.pdf | Section: 6 KISTERS Kontakte with id ""3"", the data protection officer is listed as Dr. Heinz-Josef Schlebusch.

Similarly, in Document: KISTERS_DP_RecordProcessingActivities.pdf | Section: 2.3 Data Protection Officers for the KISTERS Group with id ""1"", and also in Document: KISTERS_IS_DataProtectionSystemService.pdf | Section: 6 KISTERS contacts with id ""2"", the same name is mentioned as the DPO.

Therefore, according to the provided sources, Dr. Heinz-Josef Schlebusch is the Data Protection Officer (DPO) for the KISTERS Group.",RoPA – 2.3 DPOs
What general technical and organizational measures (TOMs) does KISTERS refer to for data protection?,"According to the document ""KISTERS_IS_DatenschutzSystemservice.pdf"" in section 3 Technische und organisatorische Maßnahmen zum Datenschutz, the general technical and organisational measures (TOMs) for data protection that KISTERS refers to are integrated into the general information security management of the KISTERS Group. These measures shall be implemented by considering the state of the art, implementation costs, nature, extent, scope, circumstances and purposes of processing, as well as the likelihood and severity of the risks to the data subjects' rights arising from processing.

The specific technical and organisational measures that KISTERS refers to are described in the following documents:

* KISTERS Information Security Guideline
* KISTERS Password Guideline
* KISTERS Guideline on Classification of Assets - Physical, Logical and Data Access
* KISTERS Information Security Guideline for Administrators and System Responsible
* KISTERS Guideline on Dealing with Third Parties
* KISTERS IS Guideline Change Management
* KISTERS IS Guideline Incident Management",RoPA – 3 TOMs Reference
What role can KISTERS play in data processing?,"According to the provided context, specifically from document ""KISTERS_IS_External3rdParties.pdf"" | Section: 2.4 Data protection: Commissioned processing, KISTERS can play several roles in data processing:

1. **Controller**: When KISTERS processes personal data for its own purposes.
2. **Processor**: When KISTERS acts on behalf of a controller (subsidiaries in the KISTERS Group or clients within contractual obligations).
3. **Subcontractor**: When KISTERS is commissioned by another processor to process client data.

In each case, the roles and responsibilities are defined by the context in which the data processing takes place.",RoPA – 4.1 Controller vs Processor
