Frage,Antwort,Referenz
What role does the (E)CAB play in major changes?,"According to the provided context, specifically from ""Document: KISTERS_IS_ChangeManagement.pdf | Section: 3.1.4 Emergency Change"", [id] **an Emergency Change** is a Major Change whose implementation is time-critical and cannot wait because any delay would cause an unacceptable high damage or loss. The (E)CAB, which stands for Emergency Change Advisory Board, plays a crucial role in the approval process of emergency changes. Although it's specifically mentioned that the (E)CAB only requires approval retroactively by the ECAB as soon as possible after an emergency change is implemented, there is no mention of their involvement in major changes.",Change Management – 1.3 Roles (E)CAB
What tasks does the (E)CAB perform during major changes?,"According to Document: KISTERS_IS_ChangeManagement.pdf | Section: 3.2 Tasks, the (E)CAB's tasks during major changes are:

- Review RfC and implementation with Manager
- Perform and document risk assessment (in the Ticket) if a known vulnerability cannot be resolved
- Approve or reject the implementation of the change

These tasks are part of the overall Change Management process for Major Changes.","Change Management – 1.3 Roles, Responsibilities (E)CAB"
"Who can initiate a ""Request for Change"" and what role does the ""System owner"" play in this?","According to Document: KISTERS_IS_ChangeManagement.pdf | Section: 5.2.1 External 3rd Parties, an RfC may be initiated by a KISTERS client, partner or service provider [1]. 

Additionally, the same document states that the change manager is usually the system owner unless additional coordinating and supervising functions are required [3].

So, to answer your question: A ""Request for Change"" can be initiated by a KISTERS client, partner or service provider. The System Owner plays a crucial role in this process, being responsible for evaluating and implementing the requested change, unless additional coordination is needed.

Let me know if I can help you with anything else!","Change Management – 1.3 Roles, Responsibilities and Dependencies"
What role does the (E)CAB play in major and emergency changes?,"According to Document: KISTERS_IS_ChangeManagement.pdf | Section: 3.3.1.2 Emergency Change Advisory Boards, the Emergency Change Advisory Board (ECABs) are teams consisting of members of the Change Advisory Boards, called in by the Change Manager on short notice in emergency cases, who make decisions about high impact emergency changes. Additionally, Document: KISTERS_IS_ChangeManagement.pdf | Section: 3.2 Tasks states that the (E)CAB is responsible for approving or rejecting the implementation of a major change and is also involved in the review and approval process for emergency changes.","Change Management – 1.3 Roles, Responsibilities and Dependencies (E)CAB"
"What legal requirements apply to change management (ISO 27001, SOC2, C5 etc.)?","According to the document ""KISTERS_IS_ChangeManagement.pdf | Section: 1.4 Applicable Legal and Regulatory Requirements,"" [1] change management is a basic requirement for compliance with ISO 27001, SOC 2, BSI C5, and other information security standards. In individual contracts with clients, KISTERS has committed itself to ensure and maintain compliance with one or more of these security standards or equivalent individual client requirements.

Additionally, adequate management of risks is also required by national and international legislation on information security [3].

Therefore, the legal requirements applicable to change management include:

* Compliance with ISO 27001, SOC 2, BSI C5, and other information security standards
* Adequate management of risks as per national and international legislation on information security

These requirements are based on various sources including [1] and [3].",Change Management – 1.4 Legal Requirements
"What is meant by ""change"" in this context, i.e., what types of changes fall under this category?","According to the document KISTERS_IS_ChangeManagement.pdf | Section: 2 Definition of Changes, a change in the context of this guideline means any addition, modification or removal of components within the scope, including but not limited to:

* Changes in hardware infrastructure, such as clients, servers, network components or their configuration
* Changes of operating systems or application software, incl. KISTERS solutions
* Changes of infrastructure components such as physical access systems, air conditioning, energy supply, monitoring and alarm systems
* Changes of automated or documented procedures
* Changes of documentation
* Changes of other components which are subject to configuration management

These changes fall under the category of change management and require a formal approval process for implementation.",Change Management – 2 Definition of Changes
"What steps does the general change management process include, from the creation to the follow-up of a Request for Change (RfC)?","FEHLER: HTTPConnectionPool(host='localhost', port=3000): Read timed out. (read timeout=120)",Change Management – 3 Change Management Process / 3.2 Tasks
"How does a ""Service Request"" differ from a ""Standard Change""?","According to the provided context, a Service Request and a Standard Change are two types of changes as defined in the KISTERS IS Change Management document.

A **Service Request** is a formal request from a user or a customer for something to be provided, such as a request for information or advice, to reset a password, or to install a workstation for a new user. These types of requests are frequent and their processing is routine and well known, as well as documented [1]. Service Requests MAY be processed as described without further authorization.

On the other hand, a **Standard Change** is a standardized change to a service. In this case, standardized means that it is carried out frequently and the implementation is clearly described. Hot Fix, Quick Fix or Workarounds are considered as Standard Change if their implementation is frequent and/or clearly described. Standard Changes bear known low risks for the affected business processes [2]. Standard Changes MAY be processed as described without further authorization.

In summary, while both Service Requests and Standard Changes can be processed without further authorization, a Service Request is more of an ad-hoc request from a user or customer, whereas a Standard Change is a pre-defined, standardized change that is frequently implemented with known low risks.",Change Management – 3.1.1 Service Request / 3.1.2 Standard Change
"What is a ""Standard Change"" and why does it not require separate approval?","According to the provided guidelines, specifically Section 3.1.2 Standard Change in Document: KISTERS_IS_ChangeManagement.pdf:

""A Standard Change is a standardized change to a service. In this case, standardized means that it is carried out frequently and the implementation is clearly described.""

""Hot Fix, Quick Fix or Workarounds are considered as Standard Change if their implementation is frequent and/or clearly described.""

""Standard Changes MAY be processed as described without further authorization.""

This implies that a ""Standard Change"" is one that is well-documented, commonly executed, and has a low risk of affecting business processes. Due to its predictable nature and minimal potential impact, it does not require separate approval before implementation.",Change Management – 3.1.2 Standard Change
"When is a change classified as a ""Major Change"" and what does that mean for planning?","A Major Change is defined in the document KISTERS_IS_ChangeManagement.pdf, Section 3.1.3 Major Change:

""A Major Change to a service is a change that is performed infrequently, for the first time or bears a high or unknown risk for the business. Its implementation may not be described in detail upfront.""

According to this definition, a change is classified as a ""Major Change"" if it meets one of the following conditions:
- The change is performed infrequently.
- It's being implemented for the first time.
- It bears a high or unknown risk for the business.

As for planning, Major Changes require careful planning and MUST be approved by the CAB (Change Advisory Board) before they can be carried out.",Change Management – 3.1.3 Major Change
"What is an ""emergency change"" and when is this type permissible?","An Emergency Change is a Major Change whose implementation is time-critical and cannot wait because any delay would cause an unacceptable high damage or loss [1]. This could include breaches of contractual obligations, legal obligations, potential damage to equipment, or effects on life and limb. Hot Fix, Quick Fix, or Workarounds are considered as Emergency Changes if their implementation is carried out for the first time and is not clearly described.

An Emergency Change MAY be carried out without prior approval [1]. However, an Emergency Change MUST be approved retroactively by the ECAB as soon as possible.",Change Management – 3.1.4 Emergency Change
"Which ticketing systems are used at KISTERS for changes and support, and who uses which platform?","According to the provided documents, KISTERS uses Jira Service Management and Jira Software as their primary ticketing systems for changes and support. 

- **Jira Service Management** is used for client support, service desks, and internal and external service desks for special cross-cutting topics (IT administration, information security).
- **Jira Software** supports and manages software development with a focus on agile development processes.

The users of these platforms are:
- Jira Service Management: accessible to authorized clients and partners and the KISTERS support teams.
- Jira Software: used by KISTERS staff and internal users for managing software development, client support (help desk), and day-to-day operations.

Please note that although Bugzilla is mentioned in some of the documents, it has been phased out and replaced by Jira systems.",Change Management – 4.1 Jira Ticket Systems (Jira Service Management / Jira Software)
"What does KISTERS understand by the most important ticket terms such as ""Issue/Ticket"", ""Key"", ""Reporter"" and ""Assignee""?","According to the provided context, specifically from Document: KISTERS_IS_ChangeManagement.pdf | Section: 4.2 Terminology:

| Term               | Meaning                                                                                                                                                       |
|--------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------------|
| Issue/Ticket       | Bug or incident report, request for service, change or action, epic, user story, audit summary, vulnerability report, action request, task and sub-task, etc. |
| Key                | Unique identifier of an Issue or a Ticket in Jira                                                                                                             |
| Reporter           | Jira Software user who created an Issue                                                                                                                       |
| Assignee           | Jira Software user who is responsible for resolving an Issue/Ticket                                                                                           |

Therefore, according to KISTERS' terminology, ""Issue/Ticket"" refers to any bug report, incident report, request for service, change or action, etc., and includes epic, user story, audit summary, vulnerability report, action request, task, and sub-task. The term ""Key"" is used to uniquely identify an Issue or a Ticket in Jira. The reporter is the person who created an issue, while the assignee is responsible for resolving it.",Change Management – 4.2 Terminology
How is the processing status of a ticket represented in the workflow and why is this important?,"According to Document: KISTERS_IS_ChangeManagement.pdf | Section: 5.1 Ticket Status Workflow, the processing status of a ticket is represented by a series of status values that define a set of possible transitions between these statuses.

The following table lists the common status values used across all projects:

| Status                                    | Description                                                                                                    |
|-------------------------------------------|----------------------------------------------------------------------------------------------------------------|
| NEW                                       | Ticket has been created                                                                                        |
| REOPENED                                  | Ticket has been reopened after initial resolution                                                              |
| ASSIGNED / READY (DOR)                    | Ticket has been reviewed and is accepted by assignee for processing                                            |
| PROCESSING / IN PROGRESS                  | Assignee works on Ticket                                                                                       |
| NEED INTERNAL INFORMATION / NEEDS INPUT    | Assignee is waiting for (KISTERS-) internal information                                                        |
| WAIT FOR CUSTOMER / NEEDS INPUT           | Assignee is waiting for information from partner or client                                                     |
| RESOLVED                                  | Ticket has been resolved by assignee, to be verified                                                           |
| VERIFIED                                  | Ticket resolution has been verified                                                                            |
| SHIPPED                                   | Artefacts of Ticket resolution have been shipped to client or have been deployed to internal production system |
| CLOSED / APPROVED                         | Ticket closed after confirmation by reporter or final assignee                                                 |

The processing status is important because it helps track the progression of a ticket through its lifecycle, from creation to closure. This facilitates effective management and prioritization of tickets, enabling teams to allocate resources accordingly and ensure timely resolution.

In addition, the representation of the processing status allows stakeholders to quickly understand the current state of each ticket, making it easier to communicate with team members and external parties about the progress and status of specific tickets.

The importance of representing the processing status in a workflow is highlighted by its inclusion as one of the key elements in the change management process (Document: KISTERS_IS_ChangeManagement.pdf | Section: 5 Process Mapping).",Change Management – 5.1 Ticket Status Workflow
"What are the differences between the roles ""Reporter"", ""Assignee"", ""QA Contact"" and ""Watcher"" in a ticket?","The roles of Reporter, Assignee, QA Contact, and Watcher are defined in the provided context from Document: KISTERS_IS_ChangeManagement.pdf.

- The **Reporter** is responsible for creating the Ticket, describing the requested change from their perspective. They act as the Change Requestor.
- The **Assignee**, if a Default Assignee is defined within a project, acts as the initial assignee and first person notified on Ticket creation. Alternatively, they may be assigned to a 'TeamQ', which is a list of potential Assignees. The actual assignment management is done by the team leader. The Assignee has various responsibilities, such as evaluating the Ticket, requesting further information from the Reporter if needed, deciding on acceptance or rejection of the Ticket, setting the Due date (required for Tickets with Priority High and Highest), providing a quick fix or workaround if necessary and possible, planning the execution of the Ticket resolution, creating additional Tickets as blockers, coordinating the Ticket resolution with other Tickets, re-assigning the Ticket to other assignees for further processing, adding all other stakeholders to the Watchers of the Ticket, and closing the Ticket if not done by Reporter.
- The **QA Contact** is responsible for the verification of the Ticket resolution once the Ticket has been marked as RESOLVED by the last active Assignee. They are involved in ensuring that changes made through Tickets meet quality standards and are properly implemented.
- A **Watcher** is someone who is interested in a particular Ticket but may not be directly involved in its resolution. This could include other stakeholders, partners, or team members who need to stay informed about the progress of the Ticket.

In summary, while all four roles have some involvement with Tickets, their responsibilities and focus differ significantly:

* The Reporter creates the Ticket and describes the requested change.
* The Assignee is responsible for managing the Ticket's resolution process, including evaluation, planning, execution, and coordination.
* The QA Contact ensures that the Ticket resolution meets quality standards.
* A Watcher is someone who is interested in a particular Ticket but may not be directly involved in its resolution.

Each role has distinct responsibilities and focuses to ensure efficient and effective management of Tickets within the KISTERS ticket system.",Change Management – 5.2 Roles and Responsibilities in KISTERS Ticket Systems
What is the minimum content a change ticket must contain?,"According to Document: KISTERS_IS_ChangeManagement.pdf | Section: 6.2 Ticket Information Content, the following information must be contained in a change ticket:

- Description of the incident/problem/bug, enhancement or service request
- Steps to reproduce (if applicable)
- Observed behaviour and expected behaviour (if applicable)
- All other relevant information available at Ticket creation time

Additionally, the description of the proposed resolution, details of implemented changes, impact analysis, risk assessment on information security (if applicable), back-out plan and measures for risk reduction must be included.",Change Management – 6.2 Ticket Content
What information must be included in a change ticket?,"According to the KISTERS_IS_ChangeManagement.pdf document, Section 6.2 Ticket Information Content, the following table provides an overview of the most important pieces of information contained in a Ticket, their type and the role which is the main responsible for providing the information:

| Information   | Type   | Responsible   | Comment                                      |
|---------------|--------|---------------|----------------------------------------------|
| Project       | Form   | Assignee      | ServiceDesk, development project             |
| Type          | Form   | Assignee      | Type of ticket as pre-defined by the Project |
| Key           | Form   | Generated     | Unique identifier                            |

Additionally, the following information should also be included in a change ticket:

* Effort Estimation
* Target Milestone
* Plan Date

These pieces of information are essential for effective change management and should be provided by the assignee responsible for the ticket.",Change Management – 6.2 Ticket Information Content
What information must be included in a ticket at a minimum to ensure the change is properly documented?,"According to the KISTERS IS ChangeManagement.pdf document, Section 6.2 Ticket Information Content, the following information MUST be included in a ticket at a minimum to ensure the change is properly documented:

* A description of the incident/problem/bug, enhancement or service request
* Steps to reproduce (if applicable)
* Observed behaviour and expected behaviour (if applicable)
* All other relevant information available at Ticket creation time

Additionally, for Tickets with High or Highest Priority, the Due Date MUST be included.

Please note that this is a minimum requirement, and it's recommended to include more information as necessary for the specific change.",Change Management – 6.2 Ticket Information Content
"How is the ticket priority ""Highest (Emergency)"" used and what does it mean for response and resolution times?","According to the Document: KISTERS_IS_ChangeManagement.pdf | Section: 6.3.1 Priority 'Highest (Emergency)', the Priority 'Highest (Emergency)' SHOULD be used with extreme care. Tickets with this priority have highest priority as they represent absolute emergencies and MUST be resolved without undue delay. All available resources MUST be focused on the resolution of this Ticket to the exclusion of any other work. Consequently, Tickets with Priority 'Highest (Emergency)' are extremely disruptive to the overall business process.

In terms of response and resolution times, the Target Resolution Time for tickets with priority ""Highest (Emergency)"" is not explicitly stated in the provided context. However, it can be inferred that the resolution time should be as short as possible, given the emergency nature of these tickets.

For tickets created in a Service Desk, the initial Priority is calculated from the 'Impact' of the current status or observed situation on processes and/or systems, and the requested 'Urgency' of the Ticket resolution [4]. The priority MAY be modified after the initial entry based on new internal or external information on the associated business impact.

In the context of BCM documents, the Recovery Time Objective (RTO) is defined as the period from the time a resource or business process fails until the time when the emergency solution is required to be put into operation [2]. This concept may be relevant for understanding the priority and resolution times of tickets in an emergency situation.",Change Management – 6.3.1 Priority “Highest (Emergency)”
How are the target resolution times aligned with the ticket priority?,"According to the document ""KISTERS_IS_ChangeManagement.pdf"" | Section: 6.3 Ticket Priority, the target resolution times for Tickets with different priorities are as follows:

| Priority              | Situation                                                                                                                                                                                                                 | Actions                                                                             | Target Resolution Time   |
|-----------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-------------------------------------------------------------------------------------|--------------------------|
| Highest (Emer- gency) | • application not usable • application not ""fit for purpose"" • critical process stuck • no workaround available • bug in production system • customer/user ""dead in the water"" • major missing feature in deployed system | • MUST be resolved with- out undue delay (same day, ASAP, requires emergency patch) | 1 Week                   |

For Tickets with priority High or Highest, a defined Due Date SHOULD have a Due Date set; reasons for major deviations from the default Due Date SHOULD be documented in the Ticket.

In Section 3.2.2 Risk-based ratings of ""KISTERS_IS_Audits.pdf"", it is mentioned that:

| Risk Rating   | Jira Priority   | Target Planning Time   | Target Resolution Time   |
|---------------|-----------------|------------------------|--------------------------|
| Very High     | Very High       | ASAP                   | 1 Week                   |

This table suggests a similar alignment between target resolution times and ticket priority.

However, it's essential to note that the document does not explicitly state a direct relationship between the target resolution time and ticket priority. The provided tables seem to focus on specific audit ratings rather than general Ticket priorities.

If you could provide more context or clarify which type of priority (e.g., from ""KISTERS_IS_ChangeManagement.pdf"" or ""KISTERS_IS_Audits.pdf"") you are referring to, I would be happy to try and provide a more precise answer.",Change Management – 6.3.2 Target Resolution Time
What information obligations exist in the change management process – who do I need to inform about which changes?,"According to the Change Management Process guidelines, the following stakeholders must be informed about specific types of changes:

- All RfCs with potential impact on information security or data protection: KISTERS ISMT
- RfCs which are likely to affect significant KISTERS business issues: KISTERS Board
- RfCs affecting a particular solution, process, or team within a Business Unit: KISTERS BU Managers
- RfCs affecting KISTERScloud operation: Head KISTERScloud
- RfCs affecting a particular KISTERScloud system for which the KISTERScloud service owner is responsible: KISTERScloud service owner [1]
- RfCs changing process workflows or the usage or interfaces of systems: Internal participants in business processes and/or users of affected systems
- RfCs affecting individual or multiple KISTERScloud systems, users of external interfaces, partners, etc.: Affected 3rd parties as participants in business processes and/or users of af-fected systems [1]

These information obligations are outlined in the Change Management Process guidelines to ensure that all relevant stakeholders are informed about changes that may impact them.",Change Management – 7 Information Obligation
"What is a ""Standard Change"" and why does it not require additional approval?","According to the provided context, a ""Standard Change"" is defined in Section 3.1.2 of KISTERS_IS_ChangeManagement.pdf as follows:

""A Standard Change is a standardized change to a service. In this case, standardized means that it is carried out frequently and the implementation is clearly described. Hot Fix, Quick Fix or Workarounds are considered as Standard Change if their implementation is frequent and/or clearly described.""

Further, Section 3.1.2 states: ""Standard Changes MAY be processed as described without further authorization.""",Change Management Guideline – 3.1.2 Standard Change
What is the goal of an audit in the context of ISMS and BCMS?,"According to the KISTERS_IS_Framework.pdf, Section 9.2 Internal audits:

""The audits are conducted to verify that the ISMS conforms to the KISTERS requirements for its ISMS and the requirements of ISO/IEC 27001, and that the ISMS is effectively implemented and maintained."" [3]

Therefore, the goal of an audit in the context of ISMS and BCMS is to ensure compliance with established standards and policies.",IS/BCM Audit Guideline – 1.1 Motivation and Objectives
What is the difference between major deviation and minor deviation?,"According to Document: KISTERS_IS_Audits.pdf | Section: 2.4.1 Major deviation, a major deviation is a significant nonconformity with the relevant requirements that may impair the achievement of the required objectives of the process under investigation.

A minor deviation, on the other hand, is defined in Document: KISTERS_IS_Audits.pdf | Section: 2.4.2 Minor deviation as a nonconformity which does not in itself affect the achievement of the objectives of the process under review.

In summary, a major deviation has a significant impact and can potentially lead to system failure, whereas a minor deviation is less critical and does not significantly affect the process objectives.",IS/BCM Audit Guideline – 2.4.1 / 2.4.2 Findings Types
How is an audit finding documented in the ticketing system?,"According to Section 3 Management of audit findings from the document KISTERS_IS_Audits.pdf, all audit findings (deviations and opportunities for improvement) concerning KISTERS as the responsible party MUST be documented and tracked in the KISTERS ticket system. [1]",IS/BCM Audit Guideline – 3.1 Organization of Audit Tickets
What is the purpose of the record of processing activities pursuant to Article 30 GDPR for KISTERS?,"According to the provided context, specifically from the document ""KISTERS_DP_RecordProcessingActivities.pdf"" (Section: 1 Introduction), the purpose of the record of processing activities is as follows:

""Art. 30 GDPR (European General Data Protection Regulation [1]) stipulates that data controllers must keep a record of processing activities of personal data that fall under their responsibility. Similarly, processors must keep a record of processing activities carried out on behalf of a controller.""

This implies that the purpose of the record of processing activities for KISTERS is to comply with Article 30 GDPR by maintaining a record of all processing activities related to personal data within its control as a controller or processor.",Record of Processing Activities – 1 Introduction
In which roles does KISTERS process personal data and how is this described in the document?,"According to the provided context, specifically in Document: KISTERS_IS_DataProtectionSystemService.pdf | Section: 1 Introduction, it is stated that ""KISTERS AG is the parent company of the KISTERS Group, which includes national and international subsidiaries. Due to our global business activities, the divisions and business units are also organized internationally.

The services contractually commissioned by clients and the support of our own business operations regularly include the installation and operation of hardware and software systems (""system operation""), support, maintenance and servicing of IT systems (""system service""), as well as professional and technical advice, analysis and troubleshooting (""system analysis""). During the performance of this work, employees of the KISTERS Group (""KISTERS employees"") and, if applicable, employees of third companies ('contractors' or ""subcontractors"") are given access to the clients' IT systems (""client sy stems""), IT systems operated by KISTERS for clients (""KISTERScloud systems""), and internal KISTERS IT systems.

During this work, personal data is processed or at least access to personal data cannot be excluded. For this data, KISTERS is either a controller (""KISTERS Data"") or a processor (""Client Data"") within the meaning of Art. 4 GDPR [European Data Protection Regulation]. 

Therefore, according to the document, KISTERS processes personal data in two roles:

1. As Controller (KISTERS Data): This refers to the situation where KISTERS has control over the personal data and determines its collection, processing or use.
2. As Processor (Client Data): In this case, KISTERS is acting on behalf of a client and processes their personal data.

These roles are described in more detail in Document: KISTERS_IS_DataProtectionSystemService.pdf | Section: 4.2.1 KISTERS as Controller and Section: 4.2.2 KISTERS as Processor.",Record of Processing Activities – 1 Introduction / 4.1 Controller vs. processor
"What contact details for KISTERS (address, main telephone number, email) should I have readily available for external data protection inquiries?","According to the provided context in document [4] **KISTERS_DP_RecordProcessingActivities.pdf**, Section: 2.1 Name and contact data, the contact details for KISTERS are:

* Address: Pascalstraße 8+10, 52076 Aachen, Germany
* Main telephone number: +49 2408 9385 0
* Email: info(at)kisters.de",Record of Processing Activities – 2.1 Name and contact data
Who can I contact as an employee if I have a data protection-related question or incident to report?,"According to the KISTERS Information Security Policy, as an employee, you can contact the Data Protection Officer (DPO) with any data protection-related questions or incidents. The DPO is responsible for advising the Executive Board and supporting the implementation of data protection regulations.

You can find the contact details for the DPO in the KISTERS Intranet under 'IS Emergency Contacts' [6].

Additionally, you can also report data breaches to the supervisory authorities, as mandated by the European General Data Protection Directive (GDPR) and the Federal Data Protection Act (BDSG). You should notify the CISO in consultation with the KISTERS Board for any official communication with these authorities.

It's worth noting that if a notifiable Security Incident is reported by clients or partners, it must be documented in the KISTERS ticket system, its priority set to Highest, and the CISO must be appointed as Assignee.",Record of Processing Activities – 2.3 Data Protection Officers for the KISTERS Group
Where are the technical and organizational measures (TOMs) for data protection described in detail if I want to read them?,"The technical and organisational measures for data protection are described in detail in the document ""KISTERS Technical and Organisational Measures for System Operation, Service and Analysis"" [2].",Record of Processing Activities – 3 Technical and organisational measures for data protection
How is it ensured that the record of processing activities remains complete and up-to-date?,"According to Document: KISTERS_DP_RecordProcessingActivities.pdf | Section: 4 Processing activities, the records are regularly checked for completeness with regard to all processing activities used; missing process descriptions are supplemented, the process descriptions of processing activities used are checked for validity and topicality and, if necessary, adapted.",Record of Processing Activities – 4 Processing activities
What does it mean for me in practice if a processing activity is managed as both a controller and a processor?,"When a processing activity is managed as both a controller and a processor, according to the document <source id=""1"">KISTERS_DP_RecordProcessingActivities.pdf | Section: 4.1 Controller vs. processor</source>, it means that:

""The documented processing activities are carried out as controller, processor or in both roles.""

In this scenario, KISTERS is acting as a controller for its own purposes and as a processor for subsidiaries in the KISTERS Group and clients within the scope of contractual obligations.

When managed as both controller and processor, the following applies:

*   ""The controllers are either explicitly listed or reference is made to separately maintained directories or lists.""
*   This approach is particularly relevant when processing activities are carried out in a similar manner for more than one customer of the KISTERS Group in the context of contractually agreed services.

In practical terms, this means that KISTERS will have two roles: controller and processor. As a controller, they would be responsible for their own purposes, while as a processor, they would work on behalf of other entities, such as subsidiaries or clients, and follow the guidelines specified in the documents.

It's worth noting that this dual role requires careful management to ensure compliance with data protection regulations and to maintain transparency in processing activities.",Record of Processing Activities – 4.1 Controller vs. processor
"Which overarching data protection sources (e.g., GDPR) are mentioned as references in the document?","The documents mention the following overarching data protection sources:

* The European General Data Protection Regulation (GDPR), which is specifically mentioned in sections 3, 5.1, and 10 of the provided context.
* Other regulations and normative frameworks include:
	+ GDPR (European General Data Protection Regulation)
	+ DS-GVO (German Data Protection Act)
	+ BDSG (Federal Data Protection Act)

These sources are mentioned as references in various documents within the context:

* Document: KISTERS_IS_Framework.pdf | Section: 3 Normative references
* Document: KISTERS_DP_RecordProcessingActivities.pdf | Section: 1 Introduction, 2 General Information
* Document: KISTERS_BCM_9-EP-Internal_IT-Infrastructure.pdf | Section: 11.2 Restrictions to be observed",Record of Processing Activities – 5 References
"At what intervals is the document relating to the record of processing activities reviewed, and why is this important?","According to Document: KISTERS_DP_RecordProcessingActivities.pdf | Section: 6 Document history [1], the document relating to the record of processing activities is revised for topicality and potentially adapted at least annually. This ensures that the document remains up-to-date with any changes in processing activities, data protection regulations, or other relevant factors.

The review of this document is crucial because it allows the company to stay compliant with Article 30 GDPR, which requires data controllers to keep a record of processing activities. Regular review and adaptation of this document also help identify and address potential data protection risks, ensuring that personal data is processed in accordance with applicable laws and regulations.",Record of Processing Activities – 6 Document history
Why does KISTERS have to keep a record of processing activities?,"According to the document ""KISTERS_DP_RecordProcessingActivities.pdf | Section: 1 Introduction"", KISTERS AG processes personal data as the controller for its own purposes, as a processor for subsidiaries in the KISTERS Group and as a processor for clients within the scope of contractual obligations. Art. 30 GDPR stipulates that data controllers must keep a record of processing activities of personal data that fall under their responsibility. Similarly, processors must keep a record of processing activities carried out on behalf of a controller.",RoPA – 1 Introduction
Who is the data protection officer of the KISTERS Group?,"According to Document: KISTERS_DP_RecordProcessingActivities.pdf | Section: 2.3 Data Protection Officers for the KISTERS Group [1], the Data Protection Officer (DPO) for the KISTERS Group is Dr. Heinz-Josef Schlebusch. 

Dr. Heinz-Josef Schlebusch's contact details are:
Phone: +49 2408 9385 -226
Email: schlebusch(at)kisters.de",RoPA – 2.3 DPOs
What general technical and organizational measures (TOMs) does KISTERS refer to for data protection?,"According to the provided context, specifically in <source id=""3"">Document: KISTERS_DP_RecordProcessingActivities.pdf | Section: 3 Technical and organisational measures for data protection</source>, it is stated that:

""The latest status of the general technical and organisational measures to ensure data protection security in accordance with Article 32 GDPR are described in the document ""KISTERS technical and organisational measures for system operation, service and analysis"" [2].""

However, this source does not explicitly list the measures. To find more information about these specific measures, we should refer to another document. In <source id=""1"">Document: KISTERS_IS_DataProtectionSystemService.pdf | Section: 3.5.1 Data Protection Management</source>, it is mentioned that:

""Guarantee that there is an organisation in place that meets basic data protection requirements, by the following measures, among others:
- Appointment of a data protection officer pursuant to Art. 37-39 GDPR / § 38 BDSG, whose contact details are available at all times via the Internet in the KISTERS data protection declaration (https://www.kisters.eu/privacy-policy/).
- 'KISTERS Policy on Information Security, Data Protection and Business Continuity' (KISTERS Controlled)
- 'KISTERS Guideline on Information Security and Data Protection' (KISTERS Internal)
- Record of processing activities and documentation of data processing procedures
- Documentation of the technical and organisational measures on data protection (this document: ""KISTERS Technical and Organisational Measures for System Operation, Service and Analysis"") (KISTERS Controlled)
- Obligation of all employees to secrecy, data protection and compliance with security guidelines
- Obligation of subcontractors by non-disclosure agreement and agreement on order processing in accordance with Art. 28 GDPR
- Regular training of all employees on data protection and information security in accordance with Art. 39 GDPR
- Operation of an information security management system (ISMS) certified according to ISO/IEC 27001. The ISMS includes all aspects of data protection and data security.""

These measures are referred to as the general technical and organisational measures for data protection by KISTERS.",RoPA – 3 TOMs Reference
What role can KISTERS play in data processing?,"According to the provided context, KISTERS can play two roles in data processing:

1. **Controller** (KISTERS Data): As specified in Document: KISTERS_IS_DataProtectionSystemService.pdf | Section: 2 Scope [id=""4""], KISTERS is a controller for its own purposes and as a processor for subsidiaries in the KISTERS Group.
2. **Processor** (Client Data): Similarly, as mentioned in Document: KISTERS_IS_DataProtectionSystemService.pdf | Section: 4.2.2 KISTERS as Processor [id=""4""], KISTERS acts as a processor for clients within the scope of contractual obligations.

In both cases, KISTERS is responsible for ensuring the proper processing and protection of personal data in accordance with applicable laws and regulations, such as the General Data Protection Regulation (GDPR) and the Federal Data Protection Act (BDSG).",RoPA – 4.1 Controller vs Processor
